DataSetID|EntitySortOrder|ColumnPosition|AttributeID|AttributeName|AttributeLabel|Description|StorageType|MeasurementScaleDomainID|FormatString|PrecisionDateTime|Enumeration_xml|TextPatternDefinition|Unit|PrecisionNumeric|NumberType|Bounds_xml|MissingValueCode_xml
1037|1|17|Silicate|Silicate|Silicate|Concentration of reactive silicate, H3SIO4, or Silicic Acid.|float|ratio|||||micromolesPerLiter|0.01|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode>
1037|1|18|bottle.Total Alkalinity|Total_Alkalinity|Total Alkalinity|Number of moles of hydrogen ion equivalent to the excess of proton acceptors in one kilogram of sea water.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|19|bottle.Dissolved Inorganic Carbon|DIC|Dissolved Inorganic Carbon|Concentration of Dissolved Inorganic Carbon (DIC), also called total inorganic carbon (TCO2).|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|20|bottle.pH|pH_output|Calculated pH|Calculated acidity on Seawater pH scale.|float|ratio|||||dimensionless|0.001|real|<bounds><minimum exclusive="false">014</minimum><maximum exclusive="false">014</maximum></bounds>|<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|21|bottle.fCO2|fCO2_output|Calculated fCO2|Calculated fugacity of CO2 in micro atmospheres.|float|ratio|||||microatmosphere|0.1|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|22|bottle.pCO2|pCO2_output|Calculated pCO2|Calculated CO2 partial pressure in micro atmospheres.|float|ratio|||||microatmosphere|0.1|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|23|bottle.HCO3|HCO3_output|Calculated HCO3|Calculated bicarbonate (HCO3) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|24|bottle.CO3|CO3_output|Calculated CO3|Calculated carbonate (CO3) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|25|bottle.C02|CO2_output|Calculated CO2|Calculated carbon dioxide (CO2) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|26|bottle.B|B_output|Calculated Borate|Calculated borate (B(OH)4) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|27|bottle.OH|OH_output|Calculated Hydroxyl|Calculated hydroxyl (OH) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|28|bottle.PO4|PO4_output|Calculated Phosphate|Calculated phosphate (PO4) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|29|bottle.Si|SiO3_output|Calculated Si03|Calculated silicate (SiO3) micromoles per Kg seawater.|float|ratio|||||micromolesPerKilogram|0.1|real||<missingValueCode><code>99999</code><codeExplanation>no measurement collected at this point</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1040|2|2|table2.depth_m|depth_m|Depth|Depth calculated from height above bottom and fixed datum for sea level, in meters.|float|ratio|||||meter|0.1|real|<bounds><minimum exclusive="false">020</minimum><maximum exclusive="false">020</maximum></bounds>|
1037|1|30|bottle.Revelle|Revelle_output|Calculated Revelle factor|The Revelle factor is a measure of the resistance to atmospheric carbon dioxide being absorbed by the ocean surface layer posed by bicarbonate chemistry.|float|ratio|||||dimensionless|0.001|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|31|bottle.omega_calc|omega_calcite_output|Calculated omega (calcite)|Calculated saturation state, omega for calcite.|float|ratio|||||dimensionless|0.01|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|32|bottle.omega_a|omega_arag_output|Calculated omega (aragonite)|Calculated saturation state, omega for aragonite.|float|ratio|||||dimensionless|0.01|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1037|1|33|bottle.xCO2|xCO2_output|Calculated xCO2|Calculated xCO2 (dry at 1 atm) in parts per million.|float|ratio|||||partsPerMillion|0.1|real||<missingValueCode><code>99999</code><codeExplanation>No measurement collected at this time, or not available.</codeExplanation></missingValueCode><missingValueCode><code>pending</code><codeExplanation>sample collected but not analyzed yet</codeExplanation></missingValueCode>
1038|1|5|percent cover Stony Coral|coral|Percent Stony Coral|Percent cover of Stony Coral in photoquadrat. Stony Coral is the sum of Acanthastrea, Acropora, Astreopora, Cyphastrea, Favia, Fungia, Gardinoseris, Herpolitha, Leptastrea, Leptoseris, Lobophyllia, Montastrea, Montipora, Pachyseris, Pavona, Pocillopora, Porites, Psammacora, Sandolitha, Stylocoeniella and Tubastrea.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|6|percent cover macroalgae|macroalgae|Percent Macroalgae|Percent cover of Macroalgae in photoquadrat. Macroalgae is a functional group.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|7|percent cover Crustose Coralline Algae and Bare Space|cb|Percent Crustose Coralline Algae / Bare Space|Percent cover of Crustose Coralline Algae or Bare Space in photoquadrat. Crustose Coralline Algae / Bare Space is a functional group.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|8|percent cover sand|sand|Percent Sand|Percent cover of Sand in photoquadrat. Sand is a substrate.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|9|percent cover turf|turf|Percent Turf|Percent cover of Algal Turf in photoquadrat. Turf is a substrate.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|10|percent cover Millipora|millepora|Percent Millepora|Percent cover of Millipora in photoquadrat. Millipora is a genus of Hydrocoral.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="true">0100</minimum><maximum exclusive="false">0100</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1038|1|11|wide.n_squares_counted|sub_squares|Sub-squares counted|Number of square sub-divisions of the quadrat counted. Normally 25, unless sub-squares fell on uncategorized classes. Each class was divided by this total count to get fraction, or x100 to get percent cover.|integer|ratio|||||number||integer||
2001|1|46|branch8algae|Length of Algae Branch 8|Length of Algae Branch 8|Length of a branch covered in algae||ratio|||||meter||real||
1038|2|6|long.percent_cover|percent_cover|Percent Cover|Percent cover in quadrat of this cover class.|double precision|ratio|||||dimensionless|1|real|<bounds><minimum exclusive="false">0.00100.00</minimum><maximum exclusive="false">0.00100.00</maximum></bounds>|<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode><missingValueCode><code>BW</code><codeExplanation>Blue Water. See methods section.</codeExplanation></missingValueCode>
1039|1|5|COTS|COTS|Count|Number of Acanthaster planic counted on a given transect|integer|ratio|||||number||whole|<bounds><minimum exclusive="false">0</minimum></bounds>|<missingValueCode><code>NA</code><codeExplanation>value not recorded or not available</codeExplanation></missingValueCode>
1040|1|2|table1.depth_m|depth_m|Depth|Depth calculated from height above bottom and fixed datum for sea level, in meters.|float|ratio|||||meter|0.1|real|<bounds><minimum exclusive="false">020</minimum><maximum exclusive="false">020</maximum></bounds>|
1040|1|3|table1.temperature|temp_C|Temperature|Water temperature in celsius.|float|interval|||||celsius|0.01|real||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
1040|1|4|table1.salinity|salinity_psu|Salinity|Salinity, calculated according to the 'Practical Salinity Scale of 1978'.|float|ratio|||||dimensionless|0.001|real||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
1040|2|3|table2.temperature|temp_C|Temperature|Water temperature in celsius.|float|interval|||||celsius|0.01|real||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
1040|2|4|table2.salinity|salinity_psu|Salinity|Salinity, calculated according to the 'Practical Salinity Scale of 1978'.|float|ratio|||||dimensionless|0.001|real||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
